ID|タイムスタンプ|英文|日本語訳|チャンク1|チャンク2|チャンク3|チャンク4|チャンク5
84|00:07:53.261|In this case, the industry was gearing up for a boom that was already over.|今回の場合、業界はすでに終わってしまったブームに向けて準備を進めていたのです。|In this case^Prep Phrase^modifier^この場合|the industry was gearing up^S+V^core^業界は準備を進めていました（ギアを上げていました）|for a boom^Prep Phrase^modifier^ブームに向けて|that was already over^Relative Clause^modifier^すでに終わっていた|
85|00:07:57.242|These are wine grape growers. They're farmers first.|彼らはワイン用ブドウの生産者です。彼らは何よりもまず農家なのです。|These are^S+V^core^これら（彼ら）は〜です|wine grape growers^Complement^core^ワイン用ブドウの生産者|They're farmers first^S+V+C^core^彼らは第一に農家です||
86|00:08:00.564|This is a crop that you need to really nurture.|これは、本当に大切に育てる必要がある作物です。|This is a crop^S+V+C^core^これは作物です|that you need to really nurture^Relative Clause^modifier^あなたが本当に育てる（世話する）必要がある|||
87|00:08:04.228|It's not like a spirit that you can throw in a barrel and it stays there for seven years.|樽に放り込んで7年間放置しておける蒸留酒のようなものではありません。|It's not like a spirit^S+V+Prep^core^それは蒸留酒のようなものではありません|that you can throw in a barrel^Relative Clause^modifier^あなたが樽に放り込める（ような）|and it stays there^Conjunction+S+V^modifier^そしてそれがそこに留まる（ような）|for seven years^Prep Phrase^modifier^7年間|
88|00:08:09.334|It's high intensity. So if you're a farmer and you're seeing that their demand is skyrocketing,|手間がかかるのです。ですから、もしあなたが農家で、需要が急増しているのを目の当たりにしているなら、|It's high intensity^S+V+C^core^それは高強度（手間がかかるもの）です|So if you're a farmer^If Clause^modifier^だからもしあなたが農家で|and you're seeing^V^modifier^そしてあなたが見ているなら|that their demand is skyrocketing^Noun Clause^core^彼らの需要が急増していることを|
89|00:08:14.192|in a couple years, your wine grapes will be ready, not immediately.|数年後にはワイン用ブドウの準備ができるでしょうが、すぐではありません。|in a couple years^Prep Phrase^modifier^数年後に|your wine grapes will be ready^S+V+C^core^あなたのワイン用ブドウは準備ができるでしょう|not immediately^Adverb^modifier^直ちにではなく||
90|00:08:18.709|So we're also seeing like the tale of people seeing that demand and trying to meet the demand, which no longer exists.|つまり、需要を見てそれに応えようとしたものの、その需要はもう存在しないという物語も見ているわけです。|So we're also seeing^S+V^core^つまり私たちも見ています|like the tale of people^Prep Phrase^modifier^人々の物語のようなものを|seeing that demand^Participle^modifier^その需要を見ている（人々の）|and trying to meet the demand^Participle^modifier^そして需要に応えようとしている（人々の）|which no longer exists^Relative Clause^modifier^（しかし）それはもう存在しない
91|00:08:26.894|Why did wine demands start falling off?|なぜワインの需要は落ち込み始めたのですか？|Why did wine demands start^Wh+Aux+S+V^core^なぜワインの需要は始まったのですか|falling off^Gerund/Participle^core^落ち込むこと（減少すること）|||
92|00:08:29.540|So how I would describe it is honestly the perfect storm.|正直なところ、「パーフェクト・ストーム（複数の災厄が同時に起こること）」と表現するのが適切でしょう。|So how I would describe it^Subject Clause^core^私がそれをどう表現するかといえば|is honestly^V+Adv^core^正直に言って〜です|the perfect storm^Complement^core^パーフェクト・ストーム（最悪の事態の重なり）||
93|00:08:35.785|So a lot of things have really impacted alcohol sales generally, you know, mocktails, people wanting to drink less for health reasons.|多くのことがアルコール販売全般に影響を与えています。例えばモクテル（ノンアルコールカクテル）や、健康上の理由で飲酒量を減らしたい人々などです。|So a lot of things have really impacted^S+V^core^多くのことが本当に影響を与えました|alcohol sales generally^Object^core^アルコール販売全般に|you know, mocktails^Noun Phrase^modifier^ほら、モクテルのような|people wanting to drink less^Noun Phrase^modifier^飲む量を減らしたい人々|for health reasons^Prep Phrase^modifier^健康上の理由で
94|00:08:45.033|And also Gen Z, though a lot of them aren't legal drinking age yet, the ones that are, aren't embracing alcohol in the way that, you know, maybe millennials had, for instance.|Z世代についても、多くはまだ飲酒可能年齢に達していませんが、達している人々も、例えばミレニアル世代のようにはアルコールを受け入れていません。|And also Gen Z^Noun Phrase^core^そしてまたZ世代も|though a lot of them aren't legal drinking age yet^Conjunction Clause^modifier^多くの者はまだ法的飲酒年齢ではありませんが|the ones that are^Noun Phrase^core^そうである（年齢に達している）者たちは|aren't embracing alcohol^V+O^core^アルコールを受け入れていません|in the way that maybe millennials had^Prep Phrase^modifier^たぶんミレニアル世代がしたような方法では
95|00:08:55.751|Is it even cool to drink alcohol anymore? Now it's cringe.|もはやお酒を飲むことはクールなのでしょうか？今では「イタイ（cringe）」ことなのです。|Is it even cool^V+S+C^core^それはクールでさえあるのでしょうか|to drink alcohol anymore^Infinitive^core^もはやアルコールを飲むことは|Now it's cringe^S+V+C^core^今やそれは「イタイ（cringe）」です||
96|00:09:02.788|So at the end of the day, they're choosing things like THC beverages, or they're choosing cannabis,|結局のところ、彼らはTHC飲料のようなものを選んだり、大麻を選んだりしています。|So at the end of the day^Adverb^modifier^結局のところ|they're choosing things^S+V+O^core^彼らは物を選んでいます|like THC beverages^Prep Phrase^modifier^THC飲料のような|or they're choosing cannabis^Conjunction+S+V+O^core^あるいは彼らは大麻を選んでいます|
97|00:09:06.774|or they're being really specific about what they do drink when they drink.|あるいは、飲むときには何を飲むかについて非常にこだわりを持っています。|or they're being really specific^S+V+C^core^あるいは彼らは本当に具体的（特定的）になっています|about what they do drink^Prep Phrase^modifier^彼らが実際に何を飲むかについて|when they drink^Adverb Clause^modifier^彼らが飲む時には||
98|00:09:12.219|Science has changed a lot since 60 Minutes aired that segment on the French paradox.|『60ミニッツ』がフレンチ・パラドックスの特集を放送して以来、科学は大きく変わりました。|Science has changed a lot^S+V+Adv^core^科学は大きく変わりました|since 60 Minutes aired that segment^Adverb Clause^modifier^『60ミニッツ』がその特集を放送して以来|on the French paradox^Prep Phrase^modifier^フレンチ・パラドックスに関する||
99|00:09:16.719|Research now points in the opposite direction.|研究は今、正反対の方向を示しています。|Research now points^S+V^core^研究は今指し示しています|in the opposite direction^Prep Phrase^modifier^正反対の方向に|||
100|00:09:19.125|Even moderate alcohol consumption is a health risk.|適度なアルコール摂取であっても、健康リスクとなります。|Even moderate alcohol consumption^Subject^core^適度なアルコール摂取でさえ|is a health risk^V+C^core^健康リスクです|||
101|00:09:23.500|And then, this year, more problems.|そして今年、さらなる問題が発生しました。|And then, this year^Adverb^modifier^そして今年|more problems^Noun Phrase^core^さらなる問題（があります）|||
102|00:09:27.469|In response to U.S. tariffs and President Trump's comments towards Canada, Sellers there pulled American booze off the shelves.|米国の関税やトランプ大統領のカナダに対する発言を受けて、現地の販売店はアメリカの酒類を棚から撤去しました。|In response to U.S. tariffs^Prep Phrase^modifier^米国の関税への反応として|and President Trump's comments towards Canada^Noun Phrase^modifier^そしてトランプ大統領のカナダへの発言（への反応として）|Sellers there pulled^S+V^core^そこの販売者たちは引っぱり出しました（撤去しました）|American booze off the shelves^Object+Prep^core^アメリカの酒類を棚から|
103|00:09:34.979|That was a big blow to growers, because Canada is the California wine industry's most lucrative export market.|カナダはカリフォルニアのワイン産業にとって最も収益性の高い輸出市場であるため、これは生産者にとって大きな打撃でした。|That was a big blow^S+V+C^core^それは大きな打撃でした|to growers^Prep Phrase^modifier^生産者たちにとって|because Canada is^Conjunction+S+V^modifier^なぜならカナダは〜だからです|the California wine industry's most lucrative export market^Complement^core^カリフォルニアワイン産業の最も儲かる輸出市場
104|00:09:41.682|Really what's happening now is that Canada is refusing, in most provinces, to stock American wine, spirits, etc.|実際に今起きているのは、カナダのほとんどの州がアメリカのワインや蒸留酒などの在庫を拒否しているということです。|Really what's happening now^Subject Clause^core^実際に今起きていることは|is that Canada is refusing^V+C^core^カナダが拒否しているということです|in most provinces^Prep Phrase^modifier^ほとんどの州で|to stock American wine, spirits, etc.^Infinitive^core^アメリカのワインや蒸留酒などを置くことを|
105|00:09:50.087|California wines, any U.S. ready-to-drink cocktails, gone from the shelves.|カリフォルニアワイン、あらゆる米国のRTD（すぐ飲める）カクテルが、棚から消えました。|California wines^Noun Phrase^core^カリフォルニアワイン|any U.S. ready-to-drink cocktails^Noun Phrase^core^あらゆる米国のRTDカクテル|gone from the shelves^Participle^modifier^棚から消えました（なくなりました）||
106|00:09:54.634|That's 3,600 products from 35 U.S. states no longer available.|これは、米国の35州からの3,600製品が手に入らなくなったということです。|That's 3,600 products^S+V+C^core^それは3,600の製品です|from 35 U.S. states^Prep Phrase^modifier^米国の35州からの|no longer available^Adjective Phrase^modifier^もはや入手可能ではない||
107|00:09:59.104|So that really just like, A, closed off the market, you can't export more wine,|つまり、それは本当に、A、市場を閉ざしてしまい、これ以上ワインを輸出できなくなったということです。|So that really just like^Adverb^modifier^つまりそれは本当に〜のようなものです|A, closed off the market^Verb Phrase^core^A、市場を閉鎖した|you can't export more wine^S+V+O^core^あなたはこれ以上ワインを輸出できない||
108|00:10:03.716|B, all the wine that you had there is not for sale.|B、そこにあった全てのワインは非売品となりました。|B, all the wine^Noun Phrase^core^B、全てのワイン|that you had there^Relative Clause^modifier^あなたがそこに持っていた|is not for sale^V+C^core^売り物ではありません（販売されていません）||
109|00:10:06.638|It's being held in like wherever and it's not being sold.|どこかに保管されていて、販売されていないのです。|It's being held^S+V(Passive)^core^それは保管されています|in like wherever^Prep Phrase^modifier^どこかそんな場所に|and it's not being sold^S+V(Passive)^core^そしてそれは販売されていません||
110|00:10:11.037|So that source of income, if you had put your eggs in that basket, is completely not an option now.|ですから、もしそのバスケットに卵を入れていた（依存していた）場合、その収入源は今や完全に選択肢から消えました。|So that source of income^Subject^core^だからその収入源は|if you had put your eggs in that basket^If Clause^modifier^もしあなたがそのカゴに卵を入れていたなら（一点集中していたなら）|is completely not an option now^V+C^core^今や完全に選択肢ではありません|
111|00:10:20.583|U.S. wine exports to Canada dropped 96% in the second quarter of this year, which really hurt farmers.|今年の第2四半期、米国からカナダへのワイン輸出は96%減少し、農家に大きな打撃を与えました。|U.S. wine exports to Canada^Subject^core^米国からカナダへのワイン輸出は|dropped 96%^V+Adv^core^96%減少しました|in the second quarter of this year^Prep Phrase^modifier^今年の第2四半期に|which really hurt farmers^Relative Clause^modifier^（そして）それは農家を本当に傷つけました|
112|00:10:27.427|Farmers like John Baletto, who we heard from earlier.|先ほどお話を伺ったジョン・ヴァレットのような農家たちです。|Farmers like John Baletto^Noun Phrase^core^ジョン・ヴァレットのような農家たち|who we heard from earlier^Relative Clause^modifier^（私たちが）先ほど話を聞いた|||
113|00:10:31.587|It's hard, but we've got to make decisions and sometimes hard decisions.|辛いことですが、決断を下さなければなりません。時には厳しい決断を。|It's hard^S+V+C^core^それは辛いです|but we've got to make decisions^S+V+O^core^しかし私たちは決断しなければなりません|and sometimes hard decisions^Noun Phrase^core^そして時には厳しい決断を（しなければなりません）||
114|00:10:36.511|But we're going to be a survivor.|しかし、私たちは生き残ります。|But^Conjunction^connector^しかし|we're going to be^S+V+C^core^私たちは〜になるでしょう|a survivor^Complement^core^生存者（生き残る者）||
115|00:10:39.456|It's a lot of sleepless nights right now, just trying to figure out things of what we're going to do.|今は眠れない夜が続いています。これからどうすべきかを必死に考えているところです。|It's a lot of sleepless nights^S+V+C^core^多くの眠れない夜があります|right now^Adverb^modifier^ちょうど今|just trying to figure out things^Participle^modifier^ただ物事を解決しようとして|of what we're going to do^Prep Phrase^modifier^私たちが何をするつもりかという（ことについて）|
116|00:10:46.198|After the break, the drastic measures farmers are taking to save themselves.|休憩の後は、農家たちが自らを守るために講じている思い切った対策についてお伝えします。|After the break^Prep Phrase^modifier^休憩の後に|the drastic measures^Subject^core^思い切った対策（について）|farmers are taking^Relative Clause^modifier^農家たちが講じている|to save themselves^Infinitive^modifier^彼ら自身を救うために|
117|00:10:59.628|Every day, thousands of Comcast engineers and technologists like Olu Sheyi are working to build the best sports viewing experience.|毎日、オル・シェイのような何千人ものコムキャストのエンジニアや技術者が、最高のスポーツ視聴体験を構築するために働いています。|Every day^Adverb^modifier^毎日|thousands of Comcast engineers and technologists^Subject^core^何千人ものコムキャストのエンジニアや技術者が|like Olu Sheyi^Prep Phrase^modifier^オル・シェイのような|are working to build^S+V+Infinitive^core^構築するために働いています|the best sports viewing experience^Object^core^最高のスポーツ視聴体験を
118|00:11:07.313|Some of my favorite moments throughout my life are watching sports with my dad.|私の人生を通してお気に入りの瞬間のいくつかは、父と一緒にスポーツを見ることです。|Some of my favorite moments^Subject^core^私のお気に入りの瞬間のいくつかは|throughout my life^Prep Phrase^modifier^私の人生を通しての|are watching sports^V+C(Gerund)^core^スポーツを見ることです|with my dad^Prep Phrase^modifier^父と一緒に|
119|00:11:11.181|Now I work at Comcast as part of the team that created our AI highlight technology,|今、私はコムキャストで、AIハイライト技術を開発したチームの一員として働いています。|Now I work at Comcast^S+V+Prep^core^今私はコムキャストで働いています|as part of the team^Prep Phrase^modifier^チームの一員として|that created our AI highlight technology^Relative Clause^modifier^私たちのAIハイライト技術を作成した||
120|00:11:15.947|which uses AI to detect the major plays in a sports game.|それはAIを使って、スポーツの試合における主要なプレーを検出します。|which uses AI^Relative Clause^modifier^それはAIを使います|to detect the major plays^Infinitive^modifier^主要なプレーを検出するために|in a sports game^Prep Phrase^modifier^スポーツの試合における||
121|00:11:20.727|And now millions of sports fans will never miss a moment.|そして今、何百万人ものスポーツファンが決して決定的瞬間を見逃すことはありません。|And now^Adverb^connector^そして今|millions of sports fans^Subject^core^何百万人ものスポーツファンが|will never miss a moment^S+V+O^core^一瞬たりとも見逃さないでしょう||
122|00:11:24.524|Visit comcastcorporation.com slash sports to learn more.|詳細はcomcastcorporation.com/sportsをご覧ください。|Visit comcastcorporation.com slash sports^Imperative^core^comcastcorporation.com/sportsを訪れてください|to learn more^Infinitive^modifier^もっと詳しく知るために|||
123|00:11:31.211|During September 11th, first responders struggled to communicate and respond because the networks and systems they relied on were overloaded or destroyed.|9月11日の間、第一応答者たちは通信と対応に苦労しました。彼らが頼りにしていたネットワークやシステムが過負荷になったり破壊されたりしたからです。|During September 11th^Prep Phrase^modifier^9月11日の間|first responders struggled^S+V^core^第一応答者たちは苦闘しました|to communicate and respond^Infinitive^modifier^通信し対応することに|because the networks and systems^Conjunction^connector^なぜならネットワークやシステムが|they relied on^Relative Clause^modifier^彼らが頼りにしていた
124|00:11:39.331|Today, they rely on FirstNet.|今日、彼らはFirstNetに頼っています。|Today^Adverb^modifier^今日|they rely on FirstNet^S+V+O^core^彼らはFirstNetに頼っています|||
125|00:11:41.316|FirstNet was built with and for first responders, ensuring they have reliable communication wherever and whenever they need it.|FirstNetは第一応答者と共に、そして彼らのために構築され、彼らが必要な時と場所で確実に信頼できる通信手段を持てるようにしています。|FirstNet was built^S+V(Passive)^core^FirstNetは構築されました|with and for first responders^Prep Phrase^modifier^第一応答者と共に、そして彼らのために|ensuring they have reliable communication^Participle+Clause^modifier^彼らが信頼できる通信を持つことを保証しながら|wherever and whenever they need it^Adverb Clause^modifier^彼らがそれを必要とする場所と時はいつでも|
126|00:11:47.956|FirstNet covers more first responders than any other network.|FirstNetは他のどのネットワークよりも多くの第一応答者をカバーしています。|FirstNet covers^S+V^core^FirstNetはカバーしています|more first responders^Object^core^より多くの第一応答者を|than any other network^Comparison^modifier^他のどのネットワークよりも||
127|00:12:04.336|John Baletto was feeling desperate.|ジョン・ヴァレットは絶望を感じていました。|John Baletto was feeling desperate^S+V+C^core^ジョン・ヴァレットは絶望を感じていました|||
128|00:12:07.419|In a cruel twist, Sonoma had just experienced a stretch of incredible weather, giving growers like him a glut of perfect grapes this harvest season.|残酷な運命のいたずらか、ソノマは素晴らしい天候に恵まれ、彼のような生産者は今シーズンの収穫で完璧なブドウが過剰になってしまいました。|In a cruel twist^Prep Phrase^modifier^残酷なねじれ（運命のいたずら）で|Sonoma had just experienced^S+V^core^ソノマはちょうど経験したところでした|a stretch of incredible weather^Object^core^続く信じられないほどの好天を|giving growers like him^Participle^modifier^彼のような生産者に与えながら|a glut of perfect grapes^Object^core^完璧なブドウの供給過剰を
129|00:12:16.567|In another year, this would have been great,|別の年であれば、これは素晴らしいことだったでしょう。|In another year^Prep Phrase^modifier^別の年であれば|this would have been great^S+V+C^core^これは素晴らしかったでしょう|||
130|00:12:19.873|but major customers had stopped renewing contracts he'd relied on for decades.|しかし、彼が何十年も頼りにしてきた主要な顧客たちが、契約の更新を止めてしまったのです。|but major customers had stopped^S+V^core^しかし主要な顧客たちは止めてしまいました|renewing contracts^Gerund^core^契約を更新することを|he'd relied on^Relative Clause^modifier^彼が頼りにしていた|for decades^Prep Phrase^modifier^何十年もの間|
131|00:12:24.474|Fewer people were drinking. So instead of a banner year, John couldn't sell enough to other wineries.|お酒を飲む人が減っていたのです。そのため、記録的な当たり年になる代わりに、ジョンは他のワイナリーに十分な量を売ることができませんでした。|Fewer people were drinking^S+V^core^より少ない人々が飲んでいました|So instead of a banner year^Prep Phrase^connector^だから「バナーイヤー（垂れ幕を飾るような成功の年）」の代わりに|John couldn't sell enough^S+V+O^core^ジョンは十分売ることができませんでした|to other wineries^Prep Phrase^modifier^他のワイナリーへ|
132|00:12:31.484|He says he could lose more than $3 million in sales compared to last year.|彼は、昨年に比べて売上が300万ドル以上減る可能性があると言っています。|He says^S+V^core^彼は言っています|he could lose^S+V^core^彼は失う可能性があると|more than $3 million in sales^Object^core^売上で300万ドル以上を|compared to last year^Participle^modifier^昨年と比べて|
133|00:12:36.388|A lot of things went through our mind because we couldn't really believe that these big wineries that we've been doing business with for 25 years are now not re-signing the grapes.|様々な思いが頭をよぎりました。25年間取引してきたこれらの大手ワイナリーが、今になってブドウの再契約をしてくれないなんて、信じられなかったからです。|A lot of things went through our mind^S+V+Prep^core^多くのことが私たちの頭をよぎりました|because we couldn't really believe^Conjunction^connector^なぜなら私たちは本当に信じられなかったからです|that these big wineries^Noun Clause^core^これらの大きなワイナリーが|that we've been doing business with^Relative Clause^modifier^私たちがビジネスをしてきた|are now not re-signing the grapes^V+O^core^今やブドウの再契約をしていない（ということを）
134|00:12:48.080|These are big, big wineries that control maybe 10% of the wine that goes on restaurant tables and things like that.|これらは、レストランのテーブルに並ぶワインの10%ほどを支配しているような、本当に大きなワイナリーなのです。|These are big, big wineries^S+V+C^core^これらは本当に大きなワイナリーです|that control maybe 10% of the wine^Relative Clause^modifier^たぶんワインの10%を支配している|that goes on restaurant tables^Relative Clause^modifier^レストランのテーブルに並ぶ|and things like that^Noun Phrase^modifier^そしてそのようなもの（場所）に|
135|00:12:58.470|And it's not like John can just hold on to the extra wine and store it away.|そして、ジョンが余ったワインをただ保管しておけるわけでもありません。|And it's not like^S+V+C^connector^そしてそれは〜のようなことではありません|John can just hold on to the extra wine^S+V+O^core^ジョンが余ったワインを持ち続けられる|and store it away^Conjunction+V+Adv^core^そしてそれをしまい込んでおける（ような）||
136|00:13:02.966|Many of Sonoma's varietals are made to be enjoyed young, not aged for a long time.|ソノマの品種の多くは、長期間熟成させるのではなく、若いうちに楽しむように作られています。|Many of Sonoma's varietals are made^S+V(Passive)^core^ソノマの品種の多くは作られています|to be enjoyed young^Infinitive^modifier^若いうちに楽しまれるように|not aged for a long time^Participle^modifier^長期間熟成されるのではなく||
137|00:13:08.095|And storage is expensive.|それに保管にはお金がかかります。|And storage is expensive^S+V+C^core^そして保管（倉庫代）は高価です|||
138|00:13:10.431|This year, it hasn't made economic sense to spend money on processing his grapes,|今年は、ブドウの加工にお金をかけることが経済的に理にかなっていませんでした。|This year^Adverb^modifier^今年は|it hasn't made economic sense^S+V+O^core^それは経済的な意味を成しませんでした|to spend money^Infinitive^core^お金を使うことは|on processing his grapes^Prep Phrase^modifier^彼のブドウを加工することに|
139|00:13:14.619|so John made a choice that goes against every instinct he has as a farmer, letting the fruit die on the vine.|そのためジョンは、農家としてのあらゆる本能に反する選択をしました。果実を木の上で枯らせるという選択です。|so John made a choice^S+V+O^core^だからジョンは選択をしました|that goes against every instinct^Relative Clause^modifier^あらゆる本能に逆らう|he has as a farmer^Relative Clause^modifier^彼が農家として持っている|letting the fruit die on the vine^Participle^modifier^果実を木の上で枯らせる（ままにする）という|
140|00:13:23.283|You grow grapes all year, you beautiful crop on this vine, it's just gorgeous.|一年中ブドウを育てて、この木の上の美しい作物、それは本当に豪華です。|You grow grapes all year^S+V+O+Adv^core^あなたは一年中ブドウを育てます|you beautiful crop on this vine^Noun Phrase^core^（そこにある）この木の上の美しい作物|it's just gorgeous^S+V+C^core^それは本当に豪華（見事）です||
141|00:13:29.264|And then to see them not being harvested, that's... It's just very upsetting.|そして、それらが収穫されないのを見るのは、それは...本当に動揺することです。|And then to see them^Infinitive^connector^そしてそれらを見ること|not being harvested^Participle^modifier^収穫されていない（状態を）|that's...^S+V^core^それは...|It's just very upsetting^S+V+C^core^それは本当に動揺させることです（辛いです）|
142|00:13:34.024|But as an economic thing, you can't bring them all in because then you have to spend more money to process them.|しかし経済的な問題として、全てを取り入れることはできません。なぜなら、それらを加工するためにさらにお金を使わなければならないからです。|But as an economic thing^Prep Phrase^modifier^しかし経済的な事柄として|you can't bring them all in^S+V+O^core^あなたはそれら全てを取り入れる（収穫する）ことはできません|because then you have to spend more money^Conjunction Clause^connector^なぜならその時あなたはより多くのお金を使わなければならないからです|to process them^Infinitive^modifier^それらを加工するために|
143|00:13:39.970|But just this type of loss that you're talking about, over $3 million, what would that mean for your business?|しかし、あなたが話している300万ドル以上というこの種の損失は、あなたのビジネスにとって何を意味するのでしょうか？|But just this type of loss^Subject^core^しかしこの種の損失だけでも|that you're talking about^Relative Clause^modifier^あなたが話している|over $3 million^Noun Phrase^modifier^300万ドル以上の|what would that mean^Wh+Aux+S+V^core^それは何を意味するでしょうか|for your business^Prep Phrase^modifier^あなたのビジネスにとって
144|00:13:46.740|Yeah, it's pretty devastating. We've had to make some changes.|ええ、かなり壊滅的です。いくつかの変更を余儀なくされました。|Yeah, it's pretty devastating^S+V+C^core^ええ、それはかなり壊滅的です|We've had to make^S+V^core^私たちは（〜を）しなければなりませんでした|some changes^Object^core^いくつかの変更（変革）を||
145|00:13:51.208|We haven't really had to do major layoffs, but we had to just do hourly cutbacks and different things like that.|大規模なレイオフ（一時解雇）はせずに済みましたが、時間短縮やそういった様々なことをしなければなりませんでした。|We haven't really had to do^S+V^core^私たちは本当に（〜を）する必要はありませんでした|major layoffs^Object^core^大規模な一時解雇を|but we had to just do^S+V^core^しかし私たちはただ（〜を）しなければなりませんでした|hourly cutbacks^Object^core^時間の削減（時短）を|and different things like that^Noun Phrase^core^そしてそのような様々なことを
146|00:13:58.849|Part of John's backup plan involves bulk wine.|ジョンのバックアッププランの一部には、バルクワイン（樽売りワイン）が含まれています。|Part of John's backup plan^Subject^core^ジョンの予備計画の一部は|involves^Verb^core^〜を含みます（伴います）|bulk wine^Object^core^バルクワインを||
147|00:14:02.106|That's the kind of wine you see in stores like Target, Trader Joe's, and Costco.|それは、ターゲット、トレーダー・ジョーズ、コストコのような店で見かける種類のワインです。|That's the kind of wine^S+V+C^core^それは（〜のような）種類のワインです|you see in stores^Relative Clause^modifier^あなたが店で見かける|like Target, Trader Joe's, and Costco^Prep Phrase^modifier^ターゲット、トレーダー・ジョーズ、コストコのような||
148|00:14:06.210|It would help John cut his losses.|それはジョンの損失を減らすのに役立つでしょう。|It would help^S+V^core^それは助けるでしょう|John cut his losses^S+V+O(Infinitive)^core^ジョンが損失を削減するのを|||
149|00:14:08.072|But bulk wine also sells more cheaply, which would mean thinner margins.|しかし、バルクワインはより安く売られるため、利益率は薄くなります。|But bulk wine also sells^S+V^core^しかしバルクワインはまた売れます|more cheaply^Adverb^modifier^より安価に|which would mean^Relative Clause^modifier^それは（〜を）意味するでしょう|thinner margins^Object^core^より薄い利ざや（利益率）を|
150|00:14:12.894|So what happens there, if you have a major or big inventory of bulk wine, you're going to have to be discounting it greatly in order to sell it.|そこで何が起こるかというと、もしバルクワインの大量の在庫を抱えているなら、それを売るために大幅に値引きしなければならなくなるのです。|So what happens there^Subject Clause^core^そこで起こることは|if you have a major or big inventory^If Clause^modifier^もしあなたが主要な、あるいは大きな在庫を持っているなら|you're going to have to be discounting it^S+V^core^あなたはそれを値引きし続けなければならないでしょう|greatly^Adverb^modifier^大幅に|in order to sell it^Infinitive^modifier^それを売るために
151|00:14:22.589|In the meantime, John and other growers are chasing revenue anywhere they can find it.|その間、ジョンや他の生産者たちは、見つけられる場所ならどこでも収益を追い求めています。|In the meantime^Adverb^modifier^その間に|John and other growers are chasing revenue^S+V+O^core^ジョンや他の生産者は収益を追い求めています|anywhere they can find it^Adverb Clause^modifier^彼らがそれを見つけられる場所ならどこでも||
152|00:14:27.510|Some are selling discounted grapes on Facebook Marketplace.|Facebookマーケットプレイスで割引したブドウを販売している人もいます。|Some are selling^S+V^core^何人かは売っています|discounted grapes^Object^core^割引されたブドウを|on Facebook Marketplace^Prep Phrase^modifier^Facebookマーケットプレイスで||
153|00:14:31.095|Others are leaning into other crops, like apples, or even selling off parcels of their land.|リンゴのような他の作物に力を入れている人もいれば、土地の一部を切り売りしている人さえいます。|Others are leaning into^S+V+Prep^core^他の人々は〜に傾倒しています（力を入れています）|other crops, like apples^Object^core^リンゴのような他の作物に|or even selling off^Conjunction+V^core^あるいは売り払ってさえいます|parcels of their land^Object^core^彼らの土地の区画を|
154|00:14:38.783|John's strategy is to transform his vineyard into more of a destination, offering experiences beyond wine.|ジョンの戦略は、ワイン以外の体験も提供し、ブドウ畑をより観光地のような場所へと変えることです。|John's strategy is to transform his vineyard^S+V+C(Infinitive)^core^ジョンの戦略はブドウ畑を変えることです|into more of a destination^Prep Phrase^modifier^より目的地（観光地）のような場所へ|offering experiences beyond wine^Participle^modifier^ワインを超えた体験を提供しながら||
155|00:14:45.470|He's adding lawn games, bringing in musicians, and setting up tram tours.|彼は芝生でのゲームを追加し、ミュージシャンを呼び、トラムツアーを計画しています。|He's adding lawn games^S+V+O^core^彼は芝生ゲームを追加しています|bringing in musicians^Participle^core^ミュージシャンを招き入れています|and setting up tram tours^Participle^core^そしてトラムツアーを立ち上げています||
156|00:14:49.813|And hopefully, bringing back younger, legal-age drinkers.|そして願わくば、飲酒可能な年齢の若者たちを呼び戻そうとしています。|And hopefully^Adverb^modifier^そして願わくば|bringing back^Participle^core^呼び戻すことを（期待して）|younger, legal-age drinkers^Object^core^若くて法的年齢に達した飲み手たちを||
157|00:14:53.813|We have a regulation baseball field, Field of Dreams here at the winery.|ここワイナリーには、公認の野球場「フィールド・オブ・ドリームス」があります。|We have a regulation baseball field^S+V+O^core^私たちには公認野球場があります|Field of Dreams here at the winery^Appositive^modifier^ここワイナリーにある「フィールド・オブ・ドリームス」||
158|00:14:59.126|And then along with our hospitality center, we have a beautiful patio for concerts and things like that that we're doing now.|そして、ホスピタリティセンターと共に、現在行っているコンサートなどのための美しいパティオもあります。|And then along with our hospitality center^Prep Phrase^modifier^そしてホスピタリティセンターと共に|we have a beautiful patio^S+V+O^core^私たちには美しいパティオがあります|for concerts and things like that^Prep Phrase^modifier^コンサートやそのようなことのために|that we're doing now^Relative Clause^modifier^私たちが今やっている|
159|00:15:07.552|So we're doing all these different things to try to bring consumers and new consumers here to the winery.|つまり、消費者や新しい顧客をここのワイナリーに呼び込むために、これら全ての異なることを行っているのです。|So we're doing^S+V^core^だから私たちはやっています|all these different things^Object^core^これら全ての異なることを|to try to bring consumers and new consumers^Infinitive^modifier^消費者や新しい顧客を連れてくるために|here to the winery^Adverb^modifier^ここワイナリーへ|
160|00:15:15.225|Once people taste our wines, they always come back for more.|一度私たちのワインを味わえば、人々はいつもまた求めに戻ってきます。|Once people taste our wines^Conjunction+S+V+O^modifier^ひとたび人々が私たちのワインを味わえば|they always come back^S+V^core^彼らはいつも戻ってきます|for more^Prep Phrase^modifier^もっと（飲む）ために||
